DATAFLOW,FREQ,DER_TYPE,DER_INSTR,DER_RISK,DER_REP_CTY,DER_SECTOR_CPY,DER_CPC,DER_SECTOR_UDL,DER_CURR_LEG1,DER_CURR_LEG2,DER_ISSUE_MAT,DER_RATING,DER_EX_METHOD,DER_BASIS,TIME_PERIOD,AVAILABILITY,COLLECTION,OBS_STATUS,OBS_CONF,OBS_VALUE
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,1997,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,1998,K,S,A,F,283.785705
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,1999,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2000,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2001,K,S,A,F,270.6
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2004,K,S,A,F,506.976178
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2007,K,S,A,F,1165.5
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2010,K,S,A,F,1232.97618
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2013,K,S,A,F,2678.431291
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2016,K,S,A,F,2867.452383
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,CAD,A,A,3,C,2019,K,S,A,F,3418.148668
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2001,K,S,A,F,17562.968806
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2004,K,S,A,F,26534.098643
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2007,K,S,A,F,31371.189954
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2010,K,S,A,F,47292.425445
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2013,K,S,A,F,66014.889184
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2016,K,S,A,F,31711.835413
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,EUR,A,A,3,C,2019,K,S,A,F,52271.457221
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1992,K,S,A,F,14.4464
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1993,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1994,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1995,K,S,A,F,38.499994
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1996,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1997,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1998,K,S,A,F,21.35
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,1999,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2000,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2001,K,S,A,F,41.388886
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2004,K,S,A,F,19.830853
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2007,K,S,A,F,56.802212
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2010,K,S,A,F,1649.916036
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2013,K,S,A,F,2333.558413
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2016,K,S,A,F,2496.013056
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,NZD,A,A,3,C,2019,K,S,A,F,3399.711794
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1992,K,S,A,F,87762.524407
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1993,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1994,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1995,K,S,A,F,152741.069082
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1996,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1997,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1998,K,S,A,F,160101.903239
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,1999,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2000,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2001,K,S,A,F,125825.602656
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2004,K,S,A,F,167814.976512
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2007,K,S,A,F,200950.878694
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2010,K,S,A,F,270468.496502
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2013,K,S,A,F,538447.044457
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2016,K,S,A,F,384275.26451
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TO1,A,A,3,C,2019,K,S,A,F,477718.350312
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2004,K,S,A,F,0.238095
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2007,K,S,A,F,2.099491
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2010,K,S,A,F,19.762647
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2013,K,S,A,F,246.125832
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2016,K,S,A,F,1818.737905
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,TRY,A,A,3,C,2019,K,S,A,F,3114.061132
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1992,K,S,A,F,76161.579677
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1993,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1994,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1995,K,S,A,F,133210.874749
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1996,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1997,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1998,K,S,A,F,139758.730092
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,1999,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2000,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2001,K,S,A,F,104736.370672
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2004,K,S,A,F,131239.577492
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2007,K,S,A,F,144883.27099
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2010,K,S,A,F,191023.785076
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2013,K,S,A,F,422628.028657
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2016,K,S,A,F,301747.648858
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,USD,A,A,3,C,2019,K,S,A,F,360639.654074
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1992,K,S,A,F,35.95
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1993,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1994,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1995,K,S,A,F,20.967642
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1996,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1997,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1998,K,S,A,F,151.894733
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,1999,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2000,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2001,K,S,A,F,28.388885
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2004,K,S,A,F,6.342463
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2007,K,S,A,F,22.919164
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2010,K,S,A,F,9.710522
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2011,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2012,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2013,K,S,A,F,2036.917257
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2014,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2015,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2016,K,S,A,F,1858.689101
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2017,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2018,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,JPY,ZAR,A,A,3,C,2019,K,S,A,F,2839.755761
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,1998,K,S,A,F,2260.040903
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,1999,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2000,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2001,K,S,A,F,7459.779252
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2002,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2003,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2004,K,S,A,F,15211.410133
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2005,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2006,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2007,K,S,A,F,24590.835956
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2008,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2009,K,S,M,F,
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2010,K,S,A,F,35981.002098
BIS:WEBSTATS_DER_DATAFLOW(1.0),A,U,A,B,5J,A,1E,A,KRW,TO1,A,A,3,C,2011,K,S,M,F,
